Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL440283,ANDROSTENEDIOL,290.45,0.0,3.67,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,'=',210.0,nM,6.68,22.99,0.43,3.01,16.5,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,210.0
CHEMBL437065,,300.44,0.0,3.28,C#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',425.0,nM,6.37,21.21,0.4,3.09,15.75,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,425.0
CHEMBL369979,,316.49,0.0,4.23,C=CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',1738.0,nM,5.76,18.2,0.34,1.53,14.24,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1738.0
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',1.4,nM,8.85,32.5,0.6,5.24,21.88,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1.4
CHEMBL198680,,283.3,0.0,4.01,CCc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',1750.0,nM,5.76,20.32,0.37,1.75,10.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1750.0
CHEMBL364368,,443.59,0.0,4.93,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(C)=O)cc3)C[C@@]21C,Ki,'=',34.0,nM,7.47,16.84,0.31,2.54,12.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,34.0
CHEMBL182402,,477.63,1.0,6.17,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',1.3,nM,8.89,18.6,0.36,2.72,14.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141200,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.3
CHEMBL226327,,445.58,1.0,6.93,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,IC50,'=',10.9,nM,7.96,17.87,0.34,1.03,18.99,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143673,1,Scientific Literature,J Med Chem,2007.0,,,,,10.9
CHEMBL2441818,,356.46,0.0,4.3,COc1cc2c(cc1C=O)[C@H]1CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]1CC2,IC50,'=',64908.26,nM,4.19,11.75,0.22,-0.11,7.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2439954,1,Scientific Literature,Eur J Med Chem,2013.0,CHEMBL3308403,,,,4.1877
CHEMBL512579,,298.29,0.0,3.19,Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,IC50,'=',10200.0,nM,4.99,16.73,0.31,1.8,5.49,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150148,1,Scientific Literature,J Nat Prod,2002.0,,,,,10.2
CHEMBL44,GENISTEIN,270.24,0.0,2.58,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',300.0,nM,6.52,24.14,0.45,3.94,7.18,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150148,1,Scientific Literature,J Nat Prod,2002.0,,,,,0.3
CHEMBL81,RALOXIFENE,473.59,1.0,6.08,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Ki,'=',2.0,nM,8.7,18.37,0.35,2.62,12.43,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144155,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,,,2.0
CHEMBL523138,,440.51,1.0,7.88,CCCCc1cc2ccccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccc(F)cc1,Ki,'=',724.0,nM,6.14,13.94,0.25,-1.74,13.2,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144155,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,,,724.0
CHEMBL368449,,473.61,1.0,6.23,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',1.3,nM,8.89,18.76,0.35,2.66,14.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.3
CHEMBL239938,,269.34,0.0,3.26,CCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',1410.0,nM,5.85,21.72,0.4,2.59,13.39,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149626,1,Scientific Literature,Bioorg Med Chem,2007.0,,,,,1.41
CHEMBL103294,,477.05,1.0,6.24,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,IC50,'=',34.99,nM,7.46,15.63,0.3,1.22,20.75,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141983,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1456
CHEMBL293297,,444.58,1.0,5.79,Oc1ccc(C2CCc3cc(O)ccc3N2c2ccc(OCCN3CCCCC3)cc2)cc1,Ki,'=',2.5,nM,8.6,19.35,0.36,2.81,15.31,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136521,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,2.5
CHEMBL5077058,,415.58,1.0,6.48,CC/C(=C(\c1ccc(O)cc1)c1cccc(OCCN(CC)CC)c1)c1ccccc1,IC50,'=',35.5,nM,7.45,17.93,0.33,0.97,22.78,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5053520,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,MODULATOR,,35.5
CHEMBL1320651,,467.48,0.0,2.08,COC(=O)c1ccc2c(=O)n(CCCCCC(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c2c1,IC50,'=',14798.06,nM,4.83,10.33,0.19,2.75,3.75,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,14.79806
CHEMBL204642,,316.49,0.0,4.23,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,IC50,'=',1053.0,nM,5.98,18.89,0.35,1.75,14.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1053.0
CHEMBL201569,,336.9,0.0,4.4,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,IC50,'=',6690.0,nM,5.17,15.36,0.31,0.77,12.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,6690.0
CHEMBL1437982,,376.4,0.0,3.39,O=C(Cn1ncc2c(=O)oc3ccccc3c21)Nc1nc2ccccc2s1,EC50,'=',6226.15,nM,5.21,13.83,0.26,1.82,5.78,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,6.22615
CHEMBL1342889,,351.22,0.0,3.86,Cc1cc(-c2nnc3sc(-c4ccc(Cl)cc4Cl)nn23)[nH]n1,EC50,'=',15426.82,nM,4.81,13.7,0.3,0.95,6.71,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,15.42682
CHEMBL1550695,,327.41,0.0,3.13,CCOc1ccc(CC2SC(Nc3ccccn3)=NC2=O)cc1,EC50,'=',25101.18,nM,4.6,14.05,0.27,1.47,7.24,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,25.10118
CHEMBL24950,,326.4,0.0,4.69,Oc1cccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)c1,IC50,'=',35.0,nM,7.46,22.84,0.41,2.77,18.43,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147609,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,35.0
CHEMBL150924,,239.23,0.0,3.19,O=C(O)c1cc(-c2ccco2)nc2ccccc12,IC50,'=',23428.56,nM,4.63,19.35,0.35,1.44,7.31,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,23.42856
CHEMBL1501269,,321.8,0.0,3.69,Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12,IC50,'=',23727.96,nM,4.62,14.37,0.29,0.93,8.62,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,23.72796
CHEMBL181369,,463.55,1.0,5.73,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',0.9,nM,9.05,19.51,0.36,3.32,14.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.9
CHEMBL219134,,426.55,1.0,6.58,CCCCCCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',1017.0,nM,5.99,14.05,0.26,-0.59,6.89,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137296,1,Scientific Literature,J Med Chem,2006.0,,,,,1017.0
CHEMBL5396802,,547.55,1.0,4.96,COc1ccc(N(CC(F)(F)F)S(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,Ki,'=',450.0,nM,6.35,11.59,0.23,1.39,6.59,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5325416,1,Scientific Literature,Eur J Med Chem,2023.0,,,INHIBITOR,,0.45
CHEMBL2137046,,387.52,1.0,5.7,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Ki,'=',2512,nM,8.6,22.19,0.41,2.9,26.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145207,1,Scientific Literature,J Med Chem,2005.0,,,,,-8.6
CHEMBL222501,,334.3,0.0,4.32,C=CCn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21,IC50,'=',1300.0,nM,5.89,17.61,0.33,1.57,10.1,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149265,1,Scientific Literature,J Med Chem,2004.0,,,,,1300.0
CHEMBL417694,,489.59,1.0,5.89,O=c1c(-c2ccc(O)cc2)c(Sc2ccc(OCCN3CCCCC3)cc2)oc2cc(O)ccc12,EC50,'=',770.0,nM,6.11,12.49,0.24,0.22,7.35,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136709,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,0.77
CHEMBL389683,,524.48,2.0,7.69,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,IC50,'=',27.0,nM,7.57,14.43,0.31,-0.12,18.05,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143673,1,Scientific Literature,J Med Chem,2007.0,,,,,27.0
CHEMBL178334,,472.61,1.0,5.74,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,IC50,'=',0.28,nM,9.55,20.21,0.38,3.81,14.92,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141904,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.28
CHEMBL192765,,284.34,0.0,3.53,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,IC50,'=',3.1,nM,8.51,29.92,0.58,4.98,14.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139570,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,3.1
CHEMBL45068,PHLORETIN,274.27,0.0,2.32,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,IC50,'=',300.0,nM,6.52,23.78,0.45,4.2,6.66,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3091275,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,,300.0
CHEMBL5077976,,303.36,0.0,4.47,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1cccnc1,IC50,'=',76.0,nM,7.12,23.47,0.42,2.65,13.34,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5036334,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 2.0 hr,BLOCKER,,76
CHEMBL5094779,,399.58,1.0,6.78,CC/C(=C(\c1ccccc1)c1cccc(OCCN(CC)CC)c1)c1ccccc1,IC50,'=',571.0,nM,6.24,15.62,0.28,-0.54,50.07,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5053520,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,MODULATOR,,571.0
CHEMBL5087904,,411.59,1.0,6.92,CC/C(=C(\c1ccccc1)c1cccc(OCCN2CCCCC2)c1)c1ccccc1,IC50,'=',422.0,nM,6.38,15.49,0.28,-0.55,51.12,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5053520,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,MODULATOR,,422.0
CHEMBL1628029,,496.82,1.0,9.27,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,IC50,'=',193.0,nM,6.71,13.51,0.25,-2.56,16.6,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148765,1,Scientific Literature,J Med Chem,2007.0,,,,,193.0
CHEMBL126164,,465.64,1.0,6.25,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',18.0,nM,7.75,16.63,0.33,1.49,14.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146804,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,18.0
CHEMBL2386284,,359.47,1.0,5.1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,EC50,'=',17.0,nM,7.77,21.61,0.39,2.67,14.0,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2385050,1,Scientific Literature,J Med Chem,2013.0,,,,,17.0
CHEMBL135180,,274.38,0.0,3.8,C[C@]12CCc3c(sc4cc(O)ccc34)[C@H]1CC[C@@H]2O,Ki,'=',10.0,nM,8.0,29.16,0.58,4.2,19.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136468,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,10.0
CHEMBL430395,,318.89,1.0,5.21,C=C[C@]12CCC(Cl)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',5740.0,nM,5.24,16.44,0.33,0.03,25.91,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,5740.0
CHEMBL178559,,473.61,1.0,6.37,CC[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',14.0,nM,7.85,16.58,0.31,1.48,12.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,14.0
CHEMBL182887,,477.63,1.0,6.18,CC1(C)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',1.0,nM,9.0,18.84,0.36,2.82,14.48,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144457,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.0
CHEMBL2403360,,312.45,1.0,5.33,CCc1cc(C(CC)(CC)c2ccc(O)c(CC)c2)ccc1O,IC50,'=',230.0,nM,6.64,21.25,0.39,1.31,16.41,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2401681,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,,230.0
CHEMBL2403355,,284.4,0.0,4.82,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,IC50,'=',25.0,nM,7.6,26.73,0.49,2.78,18.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2401681,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,,25.0
CHEMBL4208076,,610.73,2.0,7.0,CCc1ccccc1OS(=O)(=O)C1CC2OC1C(c1ccc(/C=C/c3cc(OC)cc(OC)c3)cc1)=C2c1ccc(O)cc1,Ki,'=',53.28,nM,7.27,11.91,0.23,0.27,7.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196131,1,Scientific Literature,J Med Chem,2018.0,,,,,53.28
CHEMBL4212982,,554.62,2.0,5.83,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,Ki,'=',62.1,nM,7.21,12.99,0.25,1.38,6.36,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196131,1,Scientific Literature,J Med Chem,2018.0,,,,,62.1
CHEMBL4207109,,436.49,0.0,3.96,O=S(=O)(Oc1ccccc1)[C@H]1C[C@@H]2O[C@@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,Ki,'=',43.03,nM,7.37,16.88,0.32,3.41,7.92,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196131,1,Scientific Literature,J Med Chem,2018.0,,,,,43.03
CHEMBL4243051,,1400.65,,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O,IC50,'=',1100.0,nM,5.96,4.25,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4229451,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,,,1100.0
CHEMBL101807,,442.6,1.0,5.58,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccccc1,IC50,'=',28.97,nM,7.54,17.03,0.31,1.96,20.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141983,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1538
CHEMBL240157,,319.38,0.0,2.2,CS(=O)(=O)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',32100.0,nM,4.49,14.07,0.28,2.29,5.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149626,1,Scientific Literature,Bioorg Med Chem,2007.0,,,,,32.1
CHEMBL392029,,295.38,0.0,3.65,Oc1ccc(C2Cc3ccc(O)cc3N(CC3CC3)C2)cc1,IC50,'=',1630.0,nM,5.79,19.59,0.36,2.14,13.24,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149626,1,Scientific Literature,Bioorg Med Chem,2007.0,,,,,1.63
CHEMBL263942,,893.18,2.0,8.11,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(=O)CNC(=O)O[C@@H]4C[C@@H]5CC(O)CC[C@]5(C)[C@H]5C[C@H](O)[C@]6(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@H]6[C@H]45)cc3)C[C@@]21C,Ki,'=',94.0,nM,7.03,7.87,0.15,-1.08,4.05,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,94.0
CHEMBL278703,ERTEBEREL,282.34,0.0,4.12,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,Ki,'=',2.7,nM,8.57,30.35,0.56,4.45,17.24,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149651,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,2.7
CHEMBL4160682,,351.45,1.0,5.85,Cc1cc(C)c2nc(-c3cc4ccccc4n3Cc3ccccc3)[nH]c2c1,IC50,'=',33.13,nM,7.48,21.28,0.38,1.63,22.25,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145507,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,33.13
CHEMBL4164944,,403.28,1.0,5.39,Brc1cnc2[nH]c(-c3cc4ccccc4n3Cc3ccccc3)nc2c1,IC50,'=',300.43,nM,6.52,16.17,0.34,1.13,14.03,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145507,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,300.43
CHEMBL4169456,,402.3,1.0,6.0,Brc1ccc2[nH]c(-c3cc4ccccc4n3Cc3ccccc3)nc2c1,IC50,'=',73.61,nM,7.13,17.73,0.37,1.13,21.22,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145507,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,73.61
CHEMBL4171721,,406.29,0.0,3.86,BrC1=CN2NC(c3cc4ccccc4n3Cc3ccccc3)=NC2N=C1,IC50,'=',539.18,nM,6.27,15.43,0.33,2.41,13.95,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145507,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,539.18
CHEMBL4169994,,502.13,2.0,5.12,CCCCCCCCOC(=O)c1cc(I)c(O)c(I)c1,IC50,'=',13200.0,nM,4.88,,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4130620,1,Scientific Literature,ACS Med Chem Lett,2018.0,,,,,13200.0
