y_real,y_pred,erro
6.3,6.132071041094862,-0.16792895890513826
7.89,7.7136910524974605,-0.17630894750253923
8.6,6.701656207302504,-1.8983437926974958
7.6,8.196605827067161,0.5966058270671617
5.72,6.384750755450124,0.6647507554501244
9.3,9.278463333333361,-0.021536666666639448
6.92,7.203709848515697,0.2837098485156968
4.9,5.078667745918645,0.17866774591864498
4.7,4.900762228368155,0.20076222836815472
7.61,7.308090488101316,-0.30190951189868453
6.99,5.7418884160392425,-1.2481115839607577
5.72,5.68513817061543,-0.034861829384570164
5.96,5.741882009921604,-0.2181179900783956
6.2,6.1862563071121395,-0.013743692887860703
7.34,8.909822191142093,1.5698221911420926
8.46,8.909822191142093,0.44982219114209165
4.56,4.835686844609197,0.2756868446091971
9.22,9.150749440378334,-0.0692505596216666
8.77,8.761126666666634,-0.008873333333365707
8.85,7.712318813033921,-1.1376811869660788
9.38,8.505304383985893,-0.8746956160141082
8.51,7.562025631474992,-0.9479743685250082
7.8,8.766137772357462,0.9661377723574622
4.44,6.314033705144555,1.874033705144555
8.06,7.882196184990875,-0.1778038150091259
6.11,6.062684863869849,-0.047315136130150925
7.57,7.431263084423401,-0.13873691557659917
6.56,6.353112056848042,-0.20688794315195747
8.05,7.525393925799679,-0.5246060742003218
5.02,5.015837040674,-0.004162959325999971
5.72,7.617621335448132,1.8976213354481324
5.9,5.815209908674013,-0.08479009132598758
7.29,6.784966900179231,-0.5050330998207686
4.39,4.910819958823076,0.5208199588230764
5.79,5.946054979863209,0.15605497986320938
5.31,5.844664979647843,0.5346649796478431
4.75,4.740609942384627,-0.009390057615372704
8.52,8.619623260862097,0.0996232608620975
9.1,8.759376866096927,-0.34062313390307253
6.59,6.853750168684938,0.26375016868493795
9.15,8.99463882651075,-0.1553611734892506
4.41,5.2562985979395105,0.8462985979395103
7.89,8.018405256489963,0.12840525648996337
8.48,8.158500553449363,-0.32149944655063756
9.0,8.909822191142093,-0.0901778088579075
7.57,7.431263084423401,-0.13873691557659917
4.63,5.054321303226293,0.4243213032262929
5.34,5.707169918815448,0.36716991881544825
4.53,6.198289854816848,1.668289854816848
5.63,4.879781128674519,-0.7502188713254805
8.17,6.645196833692614,-1.524803166307386
4.8,5.309162620019149,0.5091626200191488
8.89,9.056017348540369,0.1660173485403682
4.53,5.363385307582439,0.8333853075824385
7.72,7.781075008769933,0.06107500876993299
9.16,8.547458646792277,-0.6125413532077228
7.41,7.630933937423504,0.22093393742350376
8.43,7.720693346622549,-0.7093066533774506
7.29,7.484331038827118,0.19433103882711755
4.65,5.032869194738132,0.38286919473813175
6.9,8.312421391900989,1.4124213919009883
7.52,7.241464655386916,-0.2785353446130836
5.92,6.675864239782708,0.7558642397827082
4.88,6.780299352080591,1.9002993520805909
6.38,6.875756922847425,0.49575692284742523
7.58,6.429583098016581,-1.1504169019834194
4.21,5.411960235536796,1.201960235536796
6.14,6.164202664137633,0.02420266413763361
8.68,8.638051623728082,-0.041948376271918164
9.15,9.16360861111113,0.01360861111112932
6.64,6.15451205842932,-0.4854879415706801
5.15,5.67829804862074,0.5282980486207398
5.68,6.633424570311364,0.9534245703113644
9.15,9.297667011599582,0.14766701159958195
5.68,6.54259890493544,0.8625989049354406
6.17,6.82343970105333,0.6534397010533297
6.79,7.848773919808314,1.0587739198083144
4.83,5.198596563067126,0.3685965630671255
7.06,7.875568778543239,0.8155687785432395
5.19,5.106105982853709,-0.08389401714629141
9.3,8.853482168302138,-0.44651783169786263
6.22,6.83986125594061,0.6198612559406103
